HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	RefSeq IDs
HGNC:17903	MED4	mediator complex subunit 4	Approved	VDRIP	HSPC126, DRIP36, TRAP36	13q14.2	AF161475	NM_014166
HGNC:39213	MED4-AS1	MED4 antisense RNA 1	Approved	MED4-AS		13q14.2		
HGNC:25926	MEDAG	mesenteric estrogen dependent adipogenesis	Approved	C13orf33	FLJ14834, AWMS3, MEDA-4	13q12.3	AB055407	NM_032849
HGNC:49102	MEMO1P5	mediator of cell motility 1 pseudogene 5	Approved			13q32.1		
HGNC:33717	METTL21C	methyltransferase like 21C	Approved	C13orf39	LOC196541	13q33.1		NM_001010977
HGNC:41948	METTL21EP	methyltransferase like 21E, pseudogene	Approved	METTL21CP1		13q33.1		NR_026965
HGNC:39694	MFAP1P1	microfibrillar associated protein 1 pseudogene 1	Approved			13q12.3		
HGNC:31830	MICU2	mitochondrial calcium uptake 2	Approved	EFHA1		13q12.11	AK091907	NM_152726
HGNC:25036	MINOS1P1	mitochondrial inner membrane organizing system 1 pseudogene 1	Approved	N4BP2L2IT1, N4BP2L2-IT1	CG012	13q13.1	AL049782, U50530	
HGNC:7104	MIPEP	mitochondrial intermediate peptidase	Approved		MIP	13q12.12		
HGNC:39458	MIPEPP3	mitochondrial intermediate peptidase pseudogene 3	Approved			13q12.11		
HGNC:31543	MIR15A	microRNA 15a	Approved	MIRN15A	hsa-mir-15a	13q14.2		NR_029485
HGNC:31545	MIR16-1	microRNA 16-1	Approved	MIRN16-1	hsa-mir-16-1	13q14.2		NR_029486
HGNC:31547	MIR17	microRNA 17	Approved	MIRN17	hsa-mir-17	13q31.3		NR_029487
HGNC:23564	MIR17HG	miR-17-92a-1 cluster host gene	Approved	C13orf25, MIRHG1	FLJ14178, MIRH1, MIHG1, NCRNA00048, miR-17-92, LINC00048	13q31.3	AB176707	NR_027349
HGNC:31548	MIR18A	microRNA 18a	Approved	MIRN18, MIRN18A	hsa-mir-18, hsa-mir-18a	13q31.3		NR_029488
HGNC:31574	MIR19A	microRNA 19a	Approved	MIRN19A	hsa-mir-19a	13q31.3		NR_029489
HGNC:31575	MIR19B1	microRNA 19b-1	Approved	MIRN19B1	hsa-mir-19b-1	13q31.3		NR_029490
HGNC:31577	MIR20A	microRNA 20a	Approved	MIRN20, MIRN20A	hsa-mir-20, hsa-mir-20a	13q31.3		NR_029492
HGNC:31643	MIR92A1	microRNA 92a-1	Approved	MIRN92-1, MIRN92A1	hsa-mir-92-1, hsa-mir-92a-1	13q31.3		NR_029508
HGNC:35386	MIR320D1	microRNA 320d-1	Approved	MIRN320D1	hsa-mir-320d-1	13q14.11		NR_031723
HGNC:43455	MIR548AR	microRNA 548ar	Approved		hsa-mir-548ar	13q34		NR_049839
HGNC:43550	MIR548AS	microRNA 548as	Approved		hsa-mir-548as	13q31.3		NR_049840
HGNC:41734	MIR548X2	microRNA 548x-2	Approved		hsa-mir-548x-2	13q21.32		NR_039692
HGNC:32877	MIR621	microRNA 621	Approved	MIRN621	hsa-mir-621	13q14.11		NR_030352
HGNC:32878	MIR622	microRNA 622	Approved	MIRN622	hsa-mir-622	13q31.3		NR_030754
HGNC:32879	MIR623	microRNA 623	Approved	MIRN623	hsa-mir-623	13q32.3		NR_030353
HGNC:37307	MIR759	microRNA 759	Approved		hsa-mir-759	13q14.3		NR_031582
HGNC:35335	MIR1267	microRNA 1267	Approved	MIRN1267	hsa-mir-1267	13q33.3		NR_031671
HGNC:35289	MIR1297	microRNA 1297	Approved	MIRN1297	hsa-mir-1297	13q14.3		NR_031628
HGNC:37313	MIR2276	microRNA 2276	Approved		hsa-mir-2276	13q12.12		NR_031753
HGNC:41532	MIR2681	microRNA 2681	Approved		hsa-mir-2681	13q33.1		NR_039603
HGNC:38249	MIR3168	microRNA 3168	Approved		hsa-mir-3168	13q14.11		NR_036127
HGNC:38380	MIR3169	microRNA 3169	Approved		hsa-mir-3169	13q21.2		NR_036128
HGNC:38282	MIR3170	microRNA 3170	Approved		hsa-mir-3170	13q32.2		NR_036129
HGNC:38964	MIR3613	microRNA 3613	Approved		hsa-mir-3613	13q14.2		NR_037407
HGNC:38939	MIR3665	microRNA 3665	Approved		hsa-mir-3665	13q22.3		NR_037438
HGNC:38301	MIR4305	microRNA 4305	Approved		hsa-mir-4305	13q14.11		NR_036190
HGNC:38350	MIR4306	microRNA 4306	Approved		hsa-mir-4306	13q32.3		NR_036191
HGNC:41739	MIR4499	microRNA 4499	Approved		hsa-mir-4499	13q12.11		NR_039721
HGNC:41853	MIR4500	microRNA 4500	Approved		hsa-mir-4500	13q31.2		NR_039722
HGNC:42773	MIR4500HG	MIR4500 host gene	Approved			13q31.2		NR_033829
HGNC:41650	MIR4501	microRNA 4501	Approved		hsa-mir-4501	13q32.1		NR_039723
HGNC:41534	MIR4502	microRNA 4502	Approved		hsa-mir-4502	13q34		NR_039724
HGNC:41817	MIR4703	microRNA 4703	Approved		hsa-mir-4703	13q14.3		NR_039852
HGNC:41602	MIR4704	microRNA 4704	Approved		hsa-mir-4704	13q21.32		NR_039853
HGNC:41567	MIR4705	microRNA 4705	Approved		hsa-mir-4705	13q33.1		NR_039854
HGNC:43495	MIR5006	microRNA 5006	Approved		hsa-mir-5006	13q14.11		NR_049803
HGNC:43468	MIR5007	microRNA 5007	Approved		hsa-mir-5007	13q21.1		NR_049804
HGNC:43499	MIR5693	microRNA 5693	Approved		hsa-mir-5693	13q14.3		NR_049878
HGNC:50131	MIR8073	microRNA 8073	Approved		hsa-mir-8073	13q34		NR_107040
HGNC:50172	MIR8075	microRNA 8075	Approved		hsa-mir-8075	13q34		NR_107042
HGNC:50021	MIR8079	microRNA 8079	Approved		hsa-mir-8079	13q14.11		NR_107046
HGNC:4495	MLNR	motilin receptor	Approved	GPR38		13q14.2	AF034632	NM_001507
HGNC:42638	MOB1AP1	MOB kinase activator 1A pseudogene 1	Approved	MOBKL1BP1		13q31.1		
HGNC:39444	MOCS3P2	molybdenum cofactor synthesis 3 pseudogene 2	Approved			13q14.11		NG_024852
HGNC:39257	MORF4L1P4	mortality factor 4 like 1 pseudogene 4	Approved			13q14.11		
HGNC:29810	MPHOSPH8	M-phase phosphoprotein 8	Approved		mpp8, HSMPP8	13q12.11	AK056785, AJ293409	NM_017520
HGNC:29701	MRPL3P1	mitochondrial ribosomal protein L3 pseudogene 1	Approved			13q12.11		NG_002855
HGNC:14514	MRPL57	mitochondrial ribosomal protein L57	Approved	MRP63		13q12.11	AB049957	NM_024026
HGNC:16632	MRPS31	mitochondrial ribosomal protein S31	Approved		IMOGN38	13q14.11	Z68747	
HGNC:39252	MRPS31P2	mitochondrial ribosomal protein S31 pseudogene 2	Approved			13q12.11		NG_004674
HGNC:42649	MRPS31P4	mitochondrial ribosomal protein S31 pseudogene 4	Approved			13q14.3		
HGNC:39253	MRPS31P5	mitochondrial ribosomal protein S31 pseudogene 5	Approved	MRPS31P3		13q14.3		
HGNC:42040	MTCL1P1	MTCL1 pseudogene 1	Approved	CCDC165P1, SOGA2P1		13q21.33		
HGNC:39576	MTCO2P3	mitochondrially encoded cytochrome c oxidase II pseudogene 3	Approved			13q21.1		
HGNC:39681	MTCO3P2	mitochondrially encoded cytochrome c oxidase III pseudogene 2	Approved			13q12.12		
HGNC:39579	MTCYBP3	mitochondrially encoded cytochrome b pseudogene 3	Approved			13q32.1		
HGNC:29788	MTIF3	mitochondrial translational initiation factor 3	Approved		IF-3mt, IF3(mt)	13q12.2	BC046166	NM_152912
HGNC:7453	MTMR6	myotubularin related protein 6	Approved			13q12.13	AF072928	NM_004685
HGNC:39856	MTND3P1	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3 pseudogene 1	Approved			13q12.11		
HGNC:42035	MTND4P1	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4 pseudogene 1	Approved			13q31.1		
HGNC:41919	MTND5P2	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5 pseudogene 2	Approved			13q32.1		
HGNC:42034	MTND5P3	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5 pseudogene 3	Approved			13q31.1		
HGNC:39481	MTND6P18	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6 pseudogene 18	Approved			13q32.1		
HGNC:52328	MTND6P37	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6 pseudogene 37	Approved			13q31.1		
HGNC:7469	MTRF1	mitochondrial translation release factor 1	Approved		RF1, MTTRF1, MGC47721	13q14.11	AF072934	NM_004294
HGNC:20595	MTUS2	microtubule associated scaffold protein 2	Approved	KIAA0774	TIP150, CAZIP, ICIS	13q12.3	AB018317	XM_166270
HGNC:40924	MTUS2-AS1	MTUS2 antisense RNA 1	Approved			13q12.3		
HGNC:40923	MTUS2-AS2	MTUS2 antisense RNA 2	Approved			13q12.3		
HGNC:23386	MYCBP2	MYC binding protein 2, E3 ubiquitin protein ligase	Approved		PAM, KIAA0916, FLJ10106	13q22.3	AB020723	NM_015057
HGNC:41023	MYCBP2-AS1	MYCBP2 antisense RNA 1	Approved			13q22.3		
HGNC:41024	MYCBP2-AS2	MYCBP2 antisense RNA 2	Approved			13q22.3		
HGNC:29822	MYO16	myosin XVI	Approved		MYR8, KIAA0865, Myo16b, NYAP3, PPP1R107	13q33.3		NM_015011
HGNC:39913	MYO16-AS1	MYO16 antisense RNA 1	Approved			13q33.3		
HGNC:39914	MYO16-AS2	MYO16 antisense RNA 2	Approved			13q33.3		
HGNC:33830	MZT1	mitotic spindle organizing protein 1	Approved	C13orf37	LOC440145, FLJ21869, MGC150539, RP11-11C5.2, MOZART1	13q21.33		NM_001071775
HGNC:25037	N4BP2L1	NEDD4 binding protein 2 like 1	Approved		CG018	13q13.1	U50527	NM_052818
HGNC:26916	N4BP2L2	NEDD4 binding protein 2 like 2	Approved		CG005, PFAAP5	13q13.1	U50532	NM_014887
HGNC:25038	N4BP2L2-IT2	N4BPL2 intronic transcript 2	Approved		CG030	13q13.1	U50531	NR_026928
HGNC:26164	NAA16	N(alpha)-acetyltransferase 16, NatA auxiliary subunit	Approved	NARG1L	FLJ22054, MGC40612, PRO2435	13q14.11	AL833341	NM_018527
HGNC:19082	NALCN	sodium leak channel, non-selective	Approved	VGCNL1	bA430M15.1, CanIon	13q32.3-q33.1	AY141972	NM_052867
HGNC:42743	NALCN-AS1	NALCN antisense RNA 1	Approved			13q32.3		
HGNC:39738	NAP1L4P3	nucleosome assembly protein 1 like 4 pseudogene 3	Approved			13q14.2		
HGNC:25576	NAXD	NAD(P)HX dehydratase	Approved	CARKD	LP3298, FLJ10769	13q34	AF151071	NM_018210
HGNC:7648	NBEA	neurobeachin	Approved		KIAA1544, BCL8B, FLJ10197, LYST2	13q13.3	AF467288	NM_015678
HGNC:49116	NDE1P2	nudE neurodevelopment protein 1 pseudogene 2	Approved			13q13.3		
HGNC:18537	NDFIP2	Nedd4 family interacting protein 2	Approved		KIAA1165, N4wbp5a	13q31.1	AB032991	
HGNC:40844	NDFIP2-AS1	NDFIP2 antisense RNA 1	Approved			13q31.1		
HGNC:45054	NDUFA3P5	NADH:ubiquinone oxidoreductase subunit A3 pseudogene 5	Approved			13q32.1		
HGNC:39419	NDUFA12P1	NADH:ubiquinone oxidoreductase subunit A12 pseudogene 1	Approved			13q32.3		NG_027984
HGNC:7746	NEK3	NIMA related kinase 3	Approved		HSPK36, MGC29949	13q14.3	AK290259, BC019916	
HGNC:7748	NEK5	NIMA related kinase 5	Approved			13q14.3	BC063885	NM_199289
HGNC:34078	NFYAP1	nuclear transcription factor Y subunit alpha pseudogene 1	Approved	NFYAP		13q21.31		NG_007867
HGNC:33751	NHLRC3	NHL repeat containing 3	Approved			13q13.3		NM_001012754
HGNC:42045	NIPA2P5	non imprinted in Prader-Willi/Angelman syndrome 2 pseudogene 5	Approved			13q31.1		
HGNC:39904	NME1P1	NME/NM23 nucleoside diphosphate kinase 1 pseudogene 1	Approved			13q12.11		
HGNC:35099	NMTRQ-TTG10-1	nuclear-encoded mitochondrial transfer RNA-Gln (TTG) 10-1	Approved	TRNAQ50P		13q13.3	HG984156	
HGNC:7924	NPM1P4	nucleophosmin 1 pseudogene 4	Approved	NPMP4	NG4-5	13q12.2	L15317	NG_011457
HGNC:39679	NPM1P22	nucleophosmin 1 pseudogene 22	Approved			13q21.32		
HGNC:39789	NT5CP3	5',3'-nucleotidase, cytosolic pseudogene 3	Approved			13q21.33		
HGNC:23063	NUDT15	nudix hydrolase 15	Approved		MTH2, FLJ10956	13q14.2		NM_018283
HGNC:39461	NUDT21P1	nudix hydrolase 21 pseudogene 1	Approved			13q31.2		NG_024870
HGNC:8057	NUFIP1	NUFIP1, FMR1 interacting protein 1	Approved		NUFIP	13q14.12	AF159548	NM_012345
HGNC:20261	NUP58	nucleoporin 58	Approved	NUPL1	KIAA0410, NUP45	13q12.13	AB007870	
HGNC:38473	NUS1P2	NUS1 dehydrodolichyl diphosphate synthase subunit pseudogene 2	Approved			13q12.12		
HGNC:30934	NUS1P3	NUS1 dehydrodolichyl diphosphate synthase subunit pseudogene 3	Approved		YDD19	13q12.12	U82319	NG_006509
HGNC:38474	NUS1P4	NUS1 dehydrodolichyl diphosphate synthase subunit pseudogene 4	Approved			13q32.2		
HGNC:39708	NXT1P1	nuclear transport factor 2 like export factor 1 pseudogene 1	Approved			13q13.3		
HGNC:19188	NYS4	nystagmus 4, congenital autosomal dominant	Approved			13q31-q33		
HGNC:39202	OGFOD1P1	2-oxoglutarate and iron dependent oxygenase domain containing 1 pseudogene 1	Approved			13q14.2		
HGNC:17190	OLFM4	olfactomedin 4	Approved		OlfD, GW112, GC1	13q14.3	AY358567	NM_006418
HGNC:8406	OR7E33P	olfactory receptor family 7 subfamily E member 33 pseudogene	Approved		hg688	13q21.32	AL353580	
HGNC:8409	OR7E36P	olfactory receptor family 7 subfamily E member 36 pseudogene	Approved	OR7E119P	OST024	13q14.11	AA574056	NG_004129
HGNC:8410	OR7E37P	olfactory receptor family 7 subfamily E member 37 pseudogene	Approved		hg533	13q14.11	AL354833	
HGNC:15342	OR7E101P	olfactory receptor family 7 subfamily E member 101 pseudogene	Approved			13q14.13	AL157365	
HGNC:15343	OR7E104P	olfactory receptor family 7 subfamily E member 104 pseudogene	Approved			13q21.31	AI799130	
HGNC:15344	OR7E111P	olfactory receptor family 7 subfamily E member 111 pseudogene	Approved			13q21.32	AC023058	
HGNC:31310	OR7E155P	olfactory receptor family 7 subfamily E member 155 pseudogene	Approved			13q14.11		
HGNC:31311	OR7E156P	olfactory receptor family 7 subfamily E member 156 pseudogene	Approved			13q21.31		
HGNC:4531	OXGR1	oxoglutarate receptor 1	Approved	GPR99, GPR80	P2RY15, P2Y15, aKGR	13q32.1	AF411109	NM_080818
HGNC:8556	PABPC3	poly(A) binding protein cytoplasmic 3	Approved	PABPL3	PABP3, tPABP	13q12.13	AF132026	NM_030979
HGNC:29991	PAN3	PAN3 poly(A) specific ribonuclease subunit	Approved			13q12.2	AK091307	NM_175854
HGNC:39932	PAN3-AS1	PAN3 antisense RNA 1	Approved			13q12.2	BC045730	NR_029383
HGNC:275	PARP1P1	poly(ADP-ribose) polymerase 1 pseudogene 1	Approved	PPOLP1, ADPRTP1		13q34		NG_002655
HGNC:271	PARP4	poly(ADP-ribose) polymerase family member 4	Approved	ADPRTL1	VAULT3, p193, VPARP, VWA5C	13q12.12	AF057160	NM_006437
HGNC:37760	PARP4P2	poly(ADP-ribose) polymerase family member 4 pseudogene 2	Approved			13q12.11		NG_011399
HGNC:8653	PCCA	propionyl-CoA carboxylase alpha subunit	Approved			13q32.3	X14608	
HGNC:39901	PCCA-AS1	PCCA antisense RNA 1	Approved			13q32.3		
HGNC:8660	PCDH8	protocadherin 8	Approved		PAPC, ARCADLIN	13q14.3	AF061573	NM_002590
HGNC:39937	PCDH8P1	protocadherin 8 pseudogene 1	Approved			13q14.3		
HGNC:8661	PCDH9	protocadherin 9	Approved			13q21.32	AF169692	NM_203487
HGNC:39897	PCDH9-AS1	PCDH9 antisense RNA 1	Approved			13q21.32		
HGNC:39896	PCDH9-AS2	PCDH9 antisense RNA 2	Approved			13q21.32		
HGNC:40427	PCDH9-AS3	PCDH9 antisense RNA 3	Approved			13q21.32		
HGNC:40428	PCDH9-AS4	PCDH9 antisense RNA 4	Approved			13q21.32		
HGNC:14267	PCDH17	protocadherin 17	Approved		PCDH68, PCH68	13q21.1	AF029343	NM_001040429
HGNC:14257	PCDH20	protocadherin 20	Approved		PCDH13, FLJ22218	13q21.2	AF169693	NM_022843
HGNC:25653	PCID2	PCI domain containing 2	Approved		FLJ11305	13q34	AK002167	NM_018386
HGNC:41977	PCNPP5	PEST containing nuclear protein pseudogene 5	Approved			13q14.2		
HGNC:39839	PCOTH	Pro-X-Gly collagen triple helix like repeat containing	Approved	C1QTNF9B-AS1		13q12.12		NM_001014442
HGNC:39840	PCOTHP1	Pro-X-Gly collagen triple helix like repeat containing pseudogene 1	Approved			13q12.12		NG_029247
HGNC:20418	PDS5B	PDS5 cohesin associated factor B	Approved	APRIN	AS3, KIAA0979, FLJ23236, CG008	13q13.1	AB023196	NM_015032
HGNC:6107	PDX1	pancreatic and duodenal homeobox 1	Approved	IPF1	IDX-1, STF-1, PDX-1, MODY4	13q12.2	AF035260	NM_000209
HGNC:39678	PEX12P1	peroxisomal biogenesis factor 12 pseudogene 1	Approved			13q31.3		
HGNC:39292	PHBP13	prohibitin pseudogene 13	Approved			13q13.3		
HGNC:30241	PHF2P1	PHD finger protein 2 pseudogene 1	Approved		DKFZp686A1627	13q11		NR_002801
HGNC:38808	PHF2P2	PHD finger protein 2 pseudogene 2	Approved			13q12.11		
HGNC:17024	PHF11	PHD finger protein 11	Approved		NY-REN-34, BCAP, IGER	13q14.2	AB011031	NM_016119
HGNC:23352	PIBF1	progesterone immunomodulatory binding factor 1	Approved	C13orf24	CEP90	13q21.33-q22.1	AF330046	NM_006346
HGNC:37562	PIRC58	piwi-interacting RNA cluster 58	Approved			13		
HGNC:39249	PLA2G12AP2	phospholipase A2 group XIIA pseudogene 2	Approved			13q13.3		NG_024917
HGNC:43698	PLUT	PDX1 associated lncRNA, upregulator of transcription	Approved	PDX1-AS1	PLUTO, HI-LNC71	13q12.2	BX383058, CR593175	
HGNC:20422	POLR1D	RNA polymerase I subunit D	Approved		RPAC2, RPA16, RPO1-3, RPA9, MGC9850	13q12.2	AF077044, BC018528	NM_015972, NM_152705
HGNC:42652	POLR2KP2	RNA polymerase II subunit K pseudogene 2	Approved			13q14.2		
HGNC:39577	POLR3KP1	RNA polymerase III subunit K pseudogene 1	Approved			13q21.2		NG_023354
HGNC:42635	POM121L13P	POM121 transmembrane nucleoporin like 13, pseudogene	Approved			13q12.3		
HGNC:20330	POMP	proteasome maturation protein	Approved	C13orf12	HSPC014, UMP1	13q12.3	AF077200	NM_015932
HGNC:16953	POSTN	periostin	Approved		OSF-2, PN, periostin	13q13.3	D13665	NM_006475
HGNC:9218	POU4F1	POU class 4 homeobox 1	Approved	BRN3A	RDC-1	13q31.1	X64624	
HGNC:39268	PPIAP23	peptidylprolyl isomerase A pseudogene 23	Approved			13q31.3		
HGNC:39269	PPIAP24	peptidylprolyl isomerase A pseudogene 24	Approved			13q33.3		
HGNC:39270	PPIAP25	peptidylprolyl isomerase A pseudogene 25	Approved			13q14.13		
HGNC:39271	PPIAP26	peptidylprolyl isomerase A pseudogene 26	Approved			13q14.3		
HGNC:42646	PPIAP27	peptidylprolyl isomerase A pseudogene 27	Approved			13q12.11		
HGNC:39902	PPIAP28	peptidylprolyl isomerase A pseudogene 28	Approved			13q12.11		NG_011400
HGNC:16319	PPP1R2P4	protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 4	Approved			13q14.13		NG_011458
HGNC:42008	PPP1R2P10	protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 10	Approved			13q21.31		
HGNC:42015	PPP1R26P1	protein phosphatase 1 regulatory subunit 26 pseudogene 1	Approved	KIAA0649P1		13q14.2		
HGNC:30020	PRDX2P1	peroxiredoxin 2 pseudogene 1	Approved			13q12.3		NG_002915
HGNC:39266	PRDX3P3	peroxiredoxin 3 pseudogene 3	Approved			13q13.3		
HGNC:49064	PRELID3BP2	PRELI domain containing 3B pseudogene 2	Approved	SLMO2P2		13q14.3		
HGNC:20291	PROSER1	proline and serine rich 1	Approved	C13orf23	bA50D16.2, FLJ12661	13q13.3	AK022723	NM_025138
HGNC:9460	PROZ	protein Z, vitamin K dependent plasma glycoprotein	Approved		PZ	13q34	M55670	NM_003891
HGNC:24754	PRR20A	proline rich 20A	Approved	PRR20	FLJ40296	13q21.1	BC120931	NM_198441
HGNC:37220	PRR20B	proline rich 20B	Approved			13q21.1		NM_001130404
HGNC:37221	PRR20C	proline rich 20C	Approved			13q21.1		NM_001130405
HGNC:37222	PRR20D	proline rich 20D	Approved			13q21.1		NM_001130406
HGNC:37223	PRR20E	proline rich 20E	Approved			13q21.1		NM_001130407
HGNC:49097	PRR20FP	proline rich 20F, pseudogene	Approved		PRR20F	13q21.1		
HGNC:39723	PRUNEP1	prune exopolyphosphatase pseudogene 1	Approved			13q12.13		
HGNC:39609	PSMA6P4	proteasome subunit alpha 6 pseudogene 4	Approved			13q32.1		NG_023173
HGNC:39788	PSMC1P13	proteasome 26S subunit, ATPase 1 pseudogene 13	Approved			13q21.33		
HGNC:30152	PSMD10P3	proteasome 26S subunit, non-ATPase, 10 pseudogene 3	Approved			13q22.1		NG_002627
HGNC:30160	PSME2P2	proteasome activator subunit 2 pseudogene 2	Approved			13q14.2		NG_002632
HGNC:20320	PSPC1	paraspeckle component 1	Approved		PSP1, FLJ10955	13q12.11	AK001817	
HGNC:42033	PSPC1P1	paraspeckle component 1 pseudogene 1	Approved			13q12.11		
HGNC:42643	PSPC1P2	paraspeckle component 1 pseudogene 2	Approved			13q12.12		
HGNC:9628	PTMAP5	prothymosin, alpha pseudogene 5	Approved			13q31.1	S38627	
HGNC:9654	PTPN2P2	protein tyrosine phosphatase, non-receptor type 2 pseudogene 2	Approved			13q12.3		
HGNC:39709	PWWP2AP1	PWWP domain containing 2A pseudogene 1	Approved			13q31.1		
HGNC:18260	RAB20	RAB20, member RAS oncogene family	Approved		FLJ20429	13q34	AK000436	NM_017817
HGNC:39791	RABEPKP1	Rab9 effector protein with kelch motifs pseudogene 1	Approved			13q21.33		
HGNC:31833	RAC1P3	ras-related C3 botulinum toxin substrate 1 pseudogene 3	Approved		Psi3Rac1	13q14.11		
HGNC:42005	RAC1P8	ras-related C3 botulinum toxin substrate 1 pseudogene 8	Approved			13q21.31		
HGNC:9809	RAD17P2	RAD17 checkpoint clamp loader component pseudogene 2	Approved		HRAD17P2	13q14.2	AJ131310	
HGNC:39863	RANP8	RAN, member RAS oncogene family pseudogene 8	Approved			13q12.11		
HGNC:9861	RAP2A	RAP2A, member of RAS oncogene family	Approved	RAP2	K-REV	13q32.1	AF205602	
HGNC:20331	RASA3	RAS p21 protein activator 3	Approved		GAP1IP4BP, GAPIII	13q34		NM_007368
HGNC:39938	RASA3-IT1	RASA3 intronic transcript 1	Approved			13q34		
HGNC:23802	RASL11A	RAS like family 11 member A	Approved			13q12.2	AY439004	NM_206827
HGNC:9884	RB1	RB transcriptional corepressor 1	Approved	OSRC	RB, PPP1R130	13q14.2	M15400	NM_000321
HGNC:39584	RBBP8P2	RB binding protein 8 pseudogene 2	Approved			13q12.13		NG_024906
HGNC:39695	RBM22P2	RNA binding motif protein 22 pseudogene 2	Approved			13q12.3		
HGNC:20327	RBM26	RNA binding motif protein 26	Approved	C13orf10	PRO1777, SE70-2, FLJ20957, ZC3H17, ARRS2, PPP1R132	13q31.1	AF116667	NM_022118
HGNC:39805	RBM26-AS1	RBM26 antisense RNA 1	Approved			13q31.1	BC034812	
HGNC:18243	RCBTB1	RCC1 and BTB domain containing protein 1	Approved		FLJ10716, CLLD7, CLLL7	13q14.2	AF334406	NM_018191
HGNC:1914	RCBTB2	RCC1 and BTB domain containing protein 2	Approved	CHC1L		13q14.2	AF060219	NM_001268
HGNC:39204	RCN1P2	reticulocalbin 1 pseudogene 2	Approved			13q14.13		NG_006546
HGNC:9971	RFC3	replication factor C subunit 3	Approved		RFC38, MGC5276	13q13.2		NM_002915
HGNC:39420	RFESDP1	Rieske (Fe-S) domain containing pseudogene 1	Approved			13q12.12		
HGNC:9988	RFXAP	regulatory factor X associated protein	Approved			13q13.3	Y12812	NM_000538
HGNC:20369	RGCC	regulator of cell cycle	Approved	C13orf15	bA157L14.2, RGC-32, RGC32	13q14.11	AF036549	NM_014059
HGNC:39729	RGS17P1	regulator of G-protein signaling 17 pseudogene 1	Approved			13q14.11		
HGNC:37839	RHOT1P3	ras homolog family member T1 pseudogene 3	Approved			13q11		
HGNC:10015	RIEG2	Rieger syndrome 2	Approved		ARS	13q14		
HGNC:39714	RIOK3P1	RIO kinase 3 pseudogene 1	Approved			13q22.1		
HGNC:39682	RLIMP1	ring finger protein, LIM domain interacting pseudogene 1	Approved			13q14.11		
HGNC:42619	RN7SKP1	RNA, 7SK small nuclear pseudogene 1	Approved			13q13.3		
HGNC:42620	RN7SKP2	RNA, 7SK small nuclear pseudogene 2	Approved			13q14.11		
HGNC:42621	RN7SKP3	RNA, 7SK small nuclear pseudogene 3	Approved			13q14.12		
HGNC:42622	RN7SKP4	RNA, 7SK small nuclear pseudogene 4	Approved			13q14.12		
HGNC:42623	RN7SKP5	RNA, 7SK small nuclear pseudogene 5	Approved			13q14.13		
HGNC:42624	RN7SKP6	RNA, 7SK small nuclear pseudogene 6	Approved			13q21.1		
HGNC:42625	RN7SKP7	RNA, 7SK small nuclear pseudogene 7	Approved			13q32.1		
HGNC:42626	RN7SKP8	RNA, 7SK small nuclear pseudogene 8	Approved			13q32.2		
HGNC:42627	RN7SKP9	RNA, 7SK small nuclear pseudogene 9	Approved			13q32.3		
HGNC:42628	RN7SKP10	RNA, 7SK small nuclear pseudogene 10	Approved			13q34		
HGNC:46065	RN7SL49P	RNA, 7SL, cytoplasmic 49, pseudogene	Approved			13q14.12		
HGNC:46076	RN7SL60P	RNA, 7SL, cytoplasmic 60, pseudogene	Approved			13q32.3		
HGNC:46180	RN7SL164P	RNA, 7SL, cytoplasmic 164, pseudogene	Approved			13q32.1		
HGNC:46182	RN7SL166P	RNA, 7SL, cytoplasmic 166, pseudogene	Approved			13q12.11		
HGNC:46288	RN7SL272P	RNA, 7SL, cytoplasmic 272, pseudogene	Approved			13q12.2		
HGNC:46304	RN7SL288P	RNA, 7SL, cytoplasmic 288, pseudogene	Approved			13q14.13		
HGNC:46336	RN7SL320P	RNA, 7SL, cytoplasmic 320, pseudogene	Approved			13q14.3		
HGNC:46391	RN7SL375P	RNA, 7SL, cytoplasmic 375, pseudogene	Approved			13q21.2		
HGNC:46429	RN7SL413P	RNA, 7SL, cytoplasmic 413, pseudogene	Approved			13q14.3		
HGNC:46531	RN7SL515P	RNA, 7SL, cytoplasmic 515, pseudogene	Approved			13q14.11		
HGNC:46587	RN7SL571P	RNA, 7SL, cytoplasmic 571, pseudogene	Approved			13q22.2		
HGNC:46601	RN7SL585P	RNA, 7SL, cytoplasmic 585, pseudogene	Approved			13q32.1		
HGNC:46613	RN7SL597P	RNA, 7SL, cytoplasmic 597, pseudogene	Approved			13q14.11		
HGNC:46634	RN7SL618P	RNA, 7SL, cytoplasmic 618, pseudogene	Approved			13q14.3		
HGNC:46716	RN7SL700P	RNA, 7SL, cytoplasmic 700, pseudogene	Approved			13q14.2		
HGNC:46757	RN7SL741P	RNA, 7SL, cytoplasmic 741, pseudogene	Approved			13q12.13		
